County,County Code,Zip,Year,Year of Birth,Tests,Less than 5 mcg/dL,5-10 mcg/dL,10-15 mcg/dL,15+ mcg/dL,Total Elevated Blood Levels,"Rate per 1,000",Percent,Zip Code Location,County Location
Albany,1,12009,2020,2019,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.697778, -74.025728)","(42.588271, -73.974014)"
Albany,1,12023,2020,2019,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.60636, -74.1438)","(42.588271, -73.974014)"
Albany,1,12054,2020,2017,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.60522, -73.87008)","(42.588271, -73.974014)"
Albany,1,12083,2020,2018,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.416705, -74.011373)","(42.588271, -73.974014)"
Albany,1,12083,2020,2019,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.416705, -74.011373)","(42.588271, -73.974014)"
Albany,1,12084,2020,2018,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.699325, -73.89971)","(42.588271, -73.974014)"
Albany,1,12110,2020,2017,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.747077, -73.767886)","(42.588271, -73.974014)"
Albany,1,12143,2020,2018,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.47172, -73.820415)","(42.588271, -73.974014)"
Albany,1,12158,2020,2017,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.551716, -73.817741)","(42.588271, -73.974014)"
Albany,1,12158,2020,2018,28,28.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.551716, -73.817741)","(42.588271, -73.974014)"
Albany,1,12158,2020,2019,19,19.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.551716, -73.817741)","(42.588271, -73.974014)"
Albany,1,12159,2020,2019,19,19.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.642796, -73.877696)","(42.588271, -73.974014)"
Albany,1,12186,2020,2018,26,26.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.62478, -73.9698)","(42.588271, -73.974014)"
Albany,1,12193,2020,2018,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.540237, -74.045892)","(42.588271, -73.974014)"
Albany,1,12202,2020,2016,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.639674, -73.769661)","(42.588271, -73.974014)"
Albany,1,12204,2020,2019,33,33.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.67698, -73.73748)","(42.588271, -73.974014)"
Albany,1,12205,2020,2016,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.714746, -73.821155)","(42.588271, -73.974014)"
Albany,1,12207,2020,2019,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.652365, -73.754418)","(42.588271, -73.974014)"
Albany,1,12208,2020,2018,86,80.0,6.0,0.0,0.0,0.0,0.0,0.0,"(42.652812, -73.807109)","(42.588271, -73.974014)"
Albany,1,12211,2020,2017,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.707382, -73.772002)","(42.588271, -73.974014)"
Albany,1,12211,2020,2018,63,63.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.707382, -73.772002)","(42.588271, -73.974014)"
Albany,1,12303,2020,2018,48,48.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.783122, -73.938595)","(42.588271, -73.974014)"
Albany,1,12303,2020,2019,36,36.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.783122, -73.938595)","(42.588271, -73.974014)"
Albany,1,12303,2020,2020,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.783122, -73.938595)","(42.588271, -73.974014)"
Albany,1,12304,2020,2018,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.780295, -73.909969)","(42.588271, -73.974014)"
Albany,1,12304,2020,2019,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.780295, -73.909969)","(42.588271, -73.974014)"
Albany,1,12309,2020,2018,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.79578, -73.86744)","(42.588271, -73.974014)"
Allegany,3,14711,2020,2018,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.341095, -78.119974)","(42.247894, -78.026176)"
Allegany,3,14744,2020,2018,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.416695, -78.167853)","(42.247894, -78.026176)"
Allegany,3,14777,2020,2018,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.387916, -78.242115)","(42.247894, -78.026176)"
Allegany,3,14806,2020,2018,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.155375, -77.804776)","(42.247894, -78.026176)"
Allegany,3,14806,2020,2019,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.155375, -77.804776)","(42.247894, -78.026176)"
Allegany,3,14813,2020,2018,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.230607, -78.017742)","(42.247894, -78.026176)"
Allegany,3,14880,2020,2018,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.166475, -77.984285)","(42.247894, -78.026176)"
Allegany,3,14895,2020,2018,69,69.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.11197, -77.945146)","(42.247894, -78.026176)"
Broome,7,13744,2020,2019,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.225902, -75.928088)","(42.161977, -75.830291)"
Broome,7,13748,2020,2018,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.074345, -75.819022)","(42.161977, -75.830291)"
Broome,7,13748,2020,2019,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.074345, -75.819022)","(42.161977, -75.830291)"
Broome,7,13754,2020,2019,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.0639, -75.44922)","(42.161977, -75.830291)"
Broome,7,13760,2020,2015,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.141, -76.07526)","(42.161977, -75.830291)"
Broome,7,13787,2020,2018,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.1893, -75.68478)","(42.161977, -75.830291)"
Broome,7,13787,2020,2019,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.1893, -75.68478)","(42.161977, -75.830291)"
Broome,7,13790,2020,2016,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.120267, -75.972895)","(42.161977, -75.830291)"
Broome,7,13790,2020,2017,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.120267, -75.972895)","(42.161977, -75.830291)"
Broome,7,13795,2020,2018,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.067223, -75.796242)","(42.161977, -75.830291)"
Broome,7,13795,2020,2019,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.067223, -75.796242)","(42.161977, -75.830291)"
Broome,7,13833,2020,2018,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.20052, -75.77346)","(42.161977, -75.830291)"
Broome,7,13833,2020,2019,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.20052, -75.77346)","(42.161977, -75.830291)"
Broome,7,13850,2020,2016,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.05556, -76.02456)","(42.161977, -75.830291)"
Broome,7,13850,2020,2017,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.05556, -76.02456)","(42.161977, -75.830291)"
Broome,7,13850,2020,2018,55,55.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.05556, -76.02456)","(42.161977, -75.830291)"
Broome,7,13850,2020,2019,55,55.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.05556, -76.02456)","(42.161977, -75.830291)"
Broome,7,13862,2020,2018,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.35784, -75.93816)","(42.161977, -75.830291)"
Broome,7,13865,2020,2017,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.06402, -75.64038)","(42.161977, -75.830291)"
Broome,7,13865,2020,2018,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.06402, -75.64038)","(42.161977, -75.830291)"
Broome,7,13865,2020,2019,21,21.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.06402, -75.64038)","(42.161977, -75.830291)"
Broome,7,13903,2020,2016,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.0975, -75.89424)","(42.161977, -75.830291)"
Broome,7,13904,2020,2017,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.12906, -75.82182)","(42.161977, -75.830291)"
Broome,7,13904,2020,2018,26,26.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.12906, -75.82182)","(42.161977, -75.830291)"
Broome,7,13905,2020,2016,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.16062, -75.93648)","(42.161977, -75.830291)"
Cattaraugus,9,14042,2020,2018,35,35.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.471072, -78.516154)","(42.244853, -78.681006)"
Cattaraugus,9,14065,2020,2018,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.47664, -78.31644)","(42.244853, -78.681006)"
Cattaraugus,9,14070,2020,2018,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.45302, -78.939188)","(42.244853, -78.681006)"
Cattaraugus,9,14101,2020,2018,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.407012, -78.51734)","(42.244853, -78.681006)"
Cattaraugus,9,14129,2020,2018,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.469663, -79.006594)","(42.244853, -78.681006)"
Cattaraugus,9,14141,2020,2018,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.521734, -78.704161)","(42.244853, -78.681006)"
Cattaraugus,9,14171,2020,2018,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.417525, -78.638025)","(42.244853, -78.681006)"
Cattaraugus,9,14706,2020,2016,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.103002, -78.493761)","(42.244853, -78.681006)"
Cattaraugus,9,14706,2020,2019,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.103002, -78.493761)","(42.244853, -78.681006)"
Cattaraugus,9,14726,2020,2018,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.238377, -79.060848)","(42.244853, -78.681006)"
Cattaraugus,9,14729,2020,2018,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.409324, -78.725794)","(42.244853, -78.681006)"
Cattaraugus,9,14731,2020,2018,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.292555, -78.658909)","(42.244853, -78.681006)"
Cattaraugus,9,14748,2020,2018,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.149646, -78.639987)","(42.244853, -78.681006)"
Cattaraugus,9,14755,2020,2019,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.248809, -78.800866)","(42.244853, -78.681006)"
Cattaraugus,9,14760,2020,2015,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.081747, -78.426015)","(42.244853, -78.681006)"
Cattaraugus,9,14770,2020,2018,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.037594, -78.334611)","(42.244853, -78.681006)"
Cattaraugus,9,14772,2020,2018,26,26.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.146804, -78.981588)","(42.244853, -78.681006)"
Cayuga,11,13021,2020,2015,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.920644, -76.559964)","(43.008546, -76.574587)"
Cayuga,11,13026,2020,2018,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.743286, -76.652204)","(43.008546, -76.574587)"
Cayuga,11,13033,2020,2019,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.193419, -76.565257)","(43.008546, -76.574587)"
Cayuga,11,13034,2020,2019,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.927604, -76.720691)","(43.008546, -76.574587)"
Cayuga,11,13118,2020,2018,18,18.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.73044, -76.3806)","(43.008546, -76.574587)"
Cayuga,11,13140,2020,2018,22,22.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.05276, -76.65528)","(43.008546, -76.574587)"
Cayuga,11,13147,2020,2018,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.78444, -76.56684)","(43.008546, -76.574587)"
Cayuga,11,13156,2020,2018,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(43.317187, -76.70096)","(43.008546, -76.574587)"
Chautauqua,13,14048,2020,2016,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.479473, -79.328465)","(42.304216, -79.407595)"
Chautauqua,13,14062,2020,2019,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.452584, -79.157422)","(42.304216, -79.407595)"
Chautauqua,13,14063,2020,2017,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.425716, -79.34028)","(42.304216, -79.407595)"
Chautauqua,13,14063,2020,2018,41,41.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.425716, -79.34028)","(42.304216, -79.407595)"
Chautauqua,13,14136,2020,2019,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.53635, -79.168058)","(42.304216, -79.407595)"
Chautauqua,13,14710,2020,2018,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.078716, -79.373737)","(42.304216, -79.407595)"
Chautauqua,13,14710,2020,2019,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.078716, -79.373737)","(42.304216, -79.407595)"
Chautauqua,13,14712,2020,2018,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.152037, -79.357012)","(42.304216, -79.407595)"
Chautauqua,13,14716,2020,2018,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.38762, -79.43515)","(42.304216, -79.407595)"
Chautauqua,13,14716,2020,2019,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.38762, -79.43515)","(42.304216, -79.407595)"
Chautauqua,13,14718,2020,2018,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.348088, -79.292917)","(42.304216, -79.407595)"
Chautauqua,13,14718,2020,2019,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.348088, -79.292917)","(42.304216, -79.407595)"
Chautauqua,13,14723,2020,2018,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.311195, -79.141523)","(42.304216, -79.407595)"
Chautauqua,13,14724,2020,2018,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.052487, -79.669917)","(42.304216, -79.407595)"
Chautauqua,13,14733,2020,2018,18,18.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.128136, -79.190161)","(42.304216, -79.407595)"
Chautauqua,13,14733,2020,2019,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.128136, -79.190161)","(42.304216, -79.407595)"
Chautauqua,13,14738,2020,2018,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.053607, -79.134602)","(42.304216, -79.407595)"
Chautauqua,13,14740,2020,2018,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.198621, -79.226713)","(42.304216, -79.407595)"
Chautauqua,13,14747,2020,2018,21,21.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.155243, -79.101242)","(42.304216, -79.407595)"
Chautauqua,13,14757,2020,2018,18,18.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.250678, -79.500191)","(42.304216, -79.407595)"
Chautauqua,13,14757,2020,2019,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.250678, -79.500191)","(42.304216, -79.407595)"
Chautauqua,13,14775,2020,2018,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.26458, -79.707146)","(42.304216, -79.407595)"
Chautauqua,13,14781,2020,2019,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.158808, -79.597595)","(42.304216, -79.407595)"
Chautauqua,13,14782,2020,2019,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.275424, -79.244039)","(42.304216, -79.407595)"
Chautauqua,13,14787,2020,2018,18,18.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.324371, -79.570661)","(42.304216, -79.407595)"
Chemung,15,14812,2020,2018,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.307691, -76.988302)","(42.155281, -76.747179)"
Chemung,15,14814,2020,2018,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.145843, -76.947025)","(42.155281, -76.747179)"
Chemung,15,14838,2020,2018,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.19726, -76.684904)","(42.155281, -76.747179)"
Chemung,15,14845,2020,2017,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.180601, -76.841295)","(42.155281, -76.747179)"
Chemung,15,14845,2020,2018,122,122.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.180601, -76.841295)","(42.155281, -76.747179)"
Chemung,15,14871,2020,2019,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.050672, -76.866098)","(42.155281, -76.747179)"
Chemung,15,14872,2020,2019,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.227341, -76.852554)","(42.155281, -76.747179)"
Chemung,15,14889,2020,2018,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.215462, -76.579551)","(42.155281, -76.747179)"
Chemung,15,14901,2020,2016,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.098491, -76.808792)","(42.155281, -76.747179)"
Chemung,15,14903,2020,2017,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.12774, -76.86966)","(42.155281, -76.747179)"
Chemung,15,14903,2020,2019,25,25.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.12774, -76.86966)","(42.155281, -76.747179)"
Chemung,15,14905,2020,2016,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.090047, -76.839445)","(42.155281, -76.747179)"
Chemung,15,14905,2020,2017,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.090047, -76.839445)","(42.155281, -76.747179)"
Chemung,15,14905,2020,2019,40,40.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.090047, -76.839445)","(42.155281, -76.747179)"
Chenango,17,13460,2020,2018,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.68097, -75.49917)","(42.489732, -75.604905)"
Chenango,17,13730,2020,2018,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.20964, -75.49026)","(42.489732, -75.604905)"
Chenango,17,13730,2020,2019,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.20964, -75.49026)","(42.489732, -75.604905)"
Chenango,17,13778,2020,2018,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.331969, -75.768267)","(42.489732, -75.604905)"
Chenango,17,13815,2020,2017,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.530787, -75.524876)","(42.489732, -75.604905)"
Chenango,17,13830,2020,2018,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.4425, -75.62328)","(42.489732, -75.604905)"
Clinton,19,12901,2020,2018,201,201.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.72796, -73.4631)","(44.75271, -73.705648)"
Clinton,19,12901,2020,2019,114,114.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.72796, -73.4631)","(44.75271, -73.705648)"
Clinton,19,12901,2020,2020,23,23.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.72796, -73.4631)","(44.75271, -73.705648)"
Clinton,19,12910,2020,2018,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.882237, -73.662504)","(44.75271, -73.705648)"
Clinton,19,12910,2020,2019,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.882237, -73.662504)","(44.75271, -73.705648)"
Clinton,19,12918,2020,2018,26,26.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.672587, -73.664389)","(44.75271, -73.705648)"
Clinton,19,12918,2020,2019,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.672587, -73.664389)","(44.75271, -73.705648)"
Clinton,19,12919,2020,2018,18,18.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.96514, -73.4343)","(44.75271, -73.705648)"
Clinton,19,12919,2020,2019,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.96514, -73.4343)","(44.75271, -73.705648)"
Clinton,19,12921,2020,2018,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.889987, -73.466593)","(44.75271, -73.705648)"
Clinton,19,12934,2020,2018,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.829883, -73.859154)","(44.75271, -73.705648)"
Clinton,19,12935,2020,2018,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.9268, -73.80012)","(44.75271, -73.705648)"
Clinton,19,12944,2020,2018,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.493052, -73.480994)","(44.75271, -73.705648)"
Clinton,19,12958,2020,2018,12,12.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.961265, -73.581139)","(44.75271, -73.705648)"
Clinton,19,12958,2020,2019,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.961265, -73.581139)","(44.75271, -73.705648)"
Clinton,19,12962,2020,2019,27,27.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.70354, -73.57572)","(44.75271, -73.705648)"
Clinton,19,12972,2020,2019,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.57022, -73.54716)","(44.75271, -73.705648)"
Clinton,19,12979,2020,2018,19,19.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.990534, -73.367171)","(44.75271, -73.705648)"
Clinton,19,12981,2020,2018,23,23.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.679046, -73.824306)","(44.75271, -73.705648)"
Clinton,19,12981,2020,2019,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.679046, -73.824306)","(44.75271, -73.705648)"
Clinton,19,12985,2020,2019,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.57898, -73.71612)","(44.75271, -73.705648)"
Clinton,19,12992,2020,2017,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.78096, -73.505322)","(44.75271, -73.705648)"
Clinton,19,12992,2020,2018,30,30.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.78096, -73.505322)","(44.75271, -73.705648)"
Clinton,19,12992,2020,2019,26,26.0,0.0,0.0,0.0,0.0,0.0,0.0,"(44.78096, -73.505322)","(44.75271, -73.705648)"
Columbia,21,12037,2020,2018,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.359632, -73.589364)","(42.247729, -73.626805)"
Columbia,21,12075,2020,2018,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.292747, -73.702189)","(42.247729, -73.626805)"
Columbia,21,12106,2020,2019,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.395508, -73.711549)","(42.247729, -73.626805)"
Columbia,21,12173,2020,2018,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.34482, -73.75644)","(42.247729, -73.626805)"
Columbia,21,12173,2020,2019,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.34482, -73.75644)","(42.247729, -73.626805)"
Columbia,21,12184,2020,2018,27,27.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.4407, -73.67964)","(42.247729, -73.626805)"
Columbia,21,12534,2020,2016,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.248254, -73.774447)","(42.247729, -73.626805)"
Cortland,23,13040,2020,2018,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.562547, -75.928525)","(42.593824, -76.076265)"
Cortland,23,13045,2020,2017,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.60276, -76.17186)","(42.593824, -76.076265)"
Cortland,23,13141,2020,2019,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.738644, -76.158017)","(42.593824, -76.076265)"
Cortland,23,13158,2020,2018,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.695444, -76.01425)","(42.593824, -76.076265)"
Cortland,23,13803,2020,2019,21,21.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.465051, -76.017549)","(42.593824, -76.076265)"
Delaware,25,12474,2020,2018,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.287672, -74.561318)","(42.193987, -74.966728)"
Delaware,25,13739,2020,2018,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.364324, -74.803449)","(42.193987, -74.966728)"
Delaware,25,13750,2020,2018,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.46908, -74.8074)","(42.193987, -74.966728)"
Delaware,25,13754,2020,2019,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.0639, -75.44922)","(42.193987, -74.966728)"
Delaware,25,13757,2020,2018,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.415691, -74.888542)","(42.193987, -74.966728)"
Delaware,25,13820,2020,2018,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.48102, -75.07044)","(42.193987, -74.966728)"
Delaware,25,13839,2020,2019,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.220441, -75.323336)","(42.193987, -74.966728)"
Delaware,25,13849,2020,2018,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(42.323762, -75.319978)","(42.193987, -74.966728)"
Dutchess,27,12508,2020,2015,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,"(41.48784, -73.94904)","(41.755009, -73.739951)"
Dutchess,27,12508,2020,2017,20,20.0,0.0,0.0,0.0,0.0,0.0,0.0,"(41.48784, -73.94904)","(41.755009, -73.739951)"
Dutchess,27,12514,2020,2018,8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,"(41.87598, -73.7724)","(41.755009, -73.739951)"
Dutchess,27,12514,2020,2019,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(41.87598, -73.7724)","(41.755009, -73.739951)"
Dutchess,27,12522,2020,2016,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(41.7177, -73.58208)","(41.755009, -73.739951)"
Dutchess,27,12522,2020,2018,21,21.0,0.0,0.0,0.0,0.0,0.0,0.0,"(41.7177, -73.58208)","(41.755009, -73.739951)"
Dutchess,27,12522,2020,2019,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,"(41.7177, -73.58208)","(41.755009, -73.739951)"
Dutchess,27,12524,2020,2016,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,"(41.541709, -73.902683)","(41.755009, -73.739951)"
Dutchess,27,12524,2020,2017,11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,"(41.541709, -73.902683)","(41.755009, -73.739951)"
Dutchess,27,12524,2020,2018,52,52.0,0.0,0.0,0.0,0.0,0.0,0.0,"(41.541709, -73.902683)","(41.755009, -73.739951)"
Dutchess,27,12524,2020,2019,43,43.0,0.0,0.0,0.0,0.0,0.0,0.0,"(41.541709, -73.902683)","(41.755009, -73.739951)"
Dutchess,27,12531,2020,2018,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,"(41.5047, -73.66164)","(41.755009, -73.739951)"
