ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
36,New York,NY,36021,Columbia,36021,"Columbia County, New York",634.663161375134,60016,0,33622,192,25323,507,11204,865,1758,252,6407,483,4148,372,2693,494,14357,102,10370,39,8658,643,1111,232,720,202,8536,612,1190,239,2915,332,258,106,1746,260,2452,416,19.3,1.5,5.7,0.8,25.3,1.8,9.1,0.8,4.6,0.8,23.9,0.2,17.3,0.1,14.8,1.1,4.4,0.9,1.3,0.4,14.2,1.0,3.5,0.7,8.7,1.0,1.0,0.4,6.9,1.0,4.1,0.7,0.3443,0.6393,0.5738,0.377,0.5738,2.5082,0.541,0.9672,0.1148,0.5574,0.2131,0.6393,2.4918,0.541,0.5246,0.5246,0.5246,0.3443,0.623,0.1475,0.2131,0.5246,1.8525,0.1475,7.3771,0.3607,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,51405,8033,1055,2456,390,2975,0,1037,140,53,33,6,11,1865,437,144,144,14.0,0.1,4.1,0.7,5.0,0.0,1.7,0.2,0.1,0.1,0.0,0.1,3.1,0.7,0.2,0.2
36,New York,NY,36023,Cortland,36023,"Cortland County, New York",498.773495289206,47618,0,20806,152,17980,367,9991,779,1406,240,4217,438,2788,311,1599,310,7755,69,8998,68,6084,445,1042,239,137,94,3753,252,1041,196,1395,166,344,120,1306,229,3469,341,22.7,1.8,5.6,1.0,23.5,2.4,9.3,1.0,3.4,0.7,16.3,0.1,18.9,0.1,12.9,1.0,5.8,1.3,0.3,0.2,7.9,0.5,5.0,0.9,6.7,0.8,1.9,0.7,7.3,1.3,7.3,0.7,0.623,0.5902,0.2787,0.4262,0.1475,2.0656,0.3115,0.1148,0.2459,0.2787,0.623,0.0,1.2624,0.0,0.2131,0.2131,0.2131,0.4918,0.4754,0.6721,0.2459,0.8197,2.7049,0.6066,6.246,0.2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46732,8112,843,971,110,1333,0,454,111,56,43,0,26,874,179,65,65,18.4,0.1,2.0,0.2,2.8,0.0,1.0,0.2,0.1,0.1,0.0,0.1,1.8,0.4,0.1,0.1
36,New York,NY,36025,Delaware,36025,"Delaware County, New York",1442.595472881014,44676,0,31624,134,18930,515,10845,928,887,196,4566,386,3455,391,2539,497,10947,92,7476,25,7844,521,846,174,430,208,3763,206,485,124,3887,319,236,82,1620,219,2278,277,25.5,2.2,4.3,0.9,24.1,1.9,10.5,1.2,5.7,1.1,24.5,0.2,16.7,0.1,17.7,1.2,4.5,0.9,1.0,0.5,8.4,0.5,1.5,0.4,12.3,1.0,1.2,0.4,8.6,1.1,5.1,0.6,0.8525,0.2295,0.459,0.6066,0.8033,2.9509,0.7049,0.9836,0.0984,0.9672,0.2295,0.541,2.8197,0.7213,0.2623,0.2623,0.2623,0.0164,0.8361,0.2295,0.3934,0.623,2.0984,0.2787,8.1313,0.541,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,40150,6458,701,734,100,1803,0,366,65,46,32,3,5,718,138,93,93,15.2,0.1,1.6,0.2,4.0,0.0,0.8,0.1,0.1,0.1,0.0,0.1,1.6,0.3,0.2,0.2
36,New York,NY,36027,Dutchess,36027,"Dutchess County, New York",795.648676376716,293524,0,121161,463,110095,868,40042,2473,7639,666,32065,1420,18301,1168,12884,1225,51644,60,55351,34,34875,1173,5775,564,6191,736,86474,1480,10488,807,3913,438,2039,326,8214,689,18161,1173,14.5,0.9,5.0,0.4,29.1,1.3,8.9,0.6,4.5,0.4,17.6,0.1,18.9,0.0,12.2,0.4,5.2,0.5,2.2,0.3,29.5,0.5,8.7,0.7,3.2,0.4,1.9,0.3,7.5,0.6,6.2,0.4,0.082,0.4426,0.8361,0.3279,0.541,2.2296,0.3934,0.3607,0.2459,0.2459,0.4426,0.7869,2.082,0.2459,0.8197,0.8197,0.8197,0.7541,0.2787,0.6721,0.2623,0.7705,2.7377,0.6393,7.869,0.4754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283216,19602,1848,29153,754,36957,0,9955,443,406,154,82,61,8538,979,1383,1383,7.1,0.0,9.9,0.3,12.6,0.0,3.4,0.2,0.1,0.1,0.0,0.1,2.9,0.3,0.5,0.2
36,New York,NY,36029,Erie,36029,"Erie County, New York",1042.730423459816,918873,0,429708,724,392910,1563,192533,5301,22605,1382,102963,2575,51541,1834,27979,1675,165159,37,186552,57,121511,2422,26502,1356,15424,1077,230854,4725,35114,1335,6153,626,5260,611,49110,1722,27214,1473,21.6,0.6,4.8,0.3,26.2,0.6,8.0,0.3,3.1,0.2,18.0,0.1,20.3,0.0,13.4,0.3,6.7,0.3,1.8,0.1,25.1,0.5,8.2,0.3,1.4,0.1,1.3,0.2,12.5,0.4,3.0,0.2,0.4918,0.3607,0.6557,0.1639,0.0328,1.7049,0.2295,0.4262,0.5574,0.3607,0.8525,0.7213,2.9181,0.7869,0.7541,0.7541,0.7541,0.7213,0.2295,0.2951,0.8525,0.3607,2.4591,0.459,7.8362,0.4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016434,99155,3754,116511,1515,52435,0,34586,706,3937,372,260,84,21420,1847,1705,1705,11.1,0.0,12.7,0.2,5.7,0.0,3.8,0.1,0.4,0.1,0.0,0.1,2.3,0.2,0.2,0.1
36,New York,NY,36031,Essex,36031,"Essex County, New York",1794.1206990070739,37281,0,26390,178,16182,453,6550,686,842,186,3736,412,2735,330,1233,261,8749,64,5995,83,5531,418,748,200,233,138,3106,266,661,145,1668,253,238,109,1366,233,2727,380,18.9,2.0,4.7,1.1,23.1,2.5,9.5,1.1,3.5,0.7,23.5,0.2,16.1,0.2,15.8,1.2,4.6,1.2,0.7,0.4,8.3,0.7,2.5,0.5,6.3,1.0,1.5,0.7,8.4,1.4,7.3,1.0,0.2623,0.3279,0.1967,0.4754,0.1967,1.459,0.1967,0.9508,0.0656,0.7213,0.2459,0.377,2.3606,0.4426,0.2295,0.2295,0.2295,0.1311,0.4262,0.459,0.3607,0.8197,2.1967,0.2951,6.2458,0.1967,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,36220,5271,754,1098,165,1158,0,102,96,81,28,19,25,461,102,187,187,15.3,0.2,2.9,0.4,3.1,0.0,0.3,0.3,0.2,0.1,0.1,0.1,1.2,0.3,0.5,0.3
36,New York,NY,36033,Franklin,36033,"Franklin County, New York",1629.29528725981,50389,0,25835,157,18880,364,12239,952,1474,278,4251,412,4366,442,2961,543,8610,154,9748,0,7537,566,973,228,181,108,9378,3155,763,175,2556,243,226,94,1944,307,5579,349,27.2,2.1,7.0,1.3,22.5,2.1,12.3,1.2,6.5,1.2,17.1,0.3,19.3,0.0,16.4,1.2,5.2,1.2,0.4,0.2,18.6,6.3,3.0,0.7,9.9,0.9,1.2,0.5,10.3,1.6,11.1,0.7,0.9016,0.9344,0.1475,0.8525,0.9016,3.7376,0.9016,0.2459,0.3279,0.8689,0.4426,0.0984,1.9837,0.2295,0.6393,0.6393,0.6393,0.2459,0.6557,0.2295,0.6721,0.9836,2.7868,0.6721,9.1474,0.7541,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,50687,7716,855,2815,142,1815,0,544,238,3130,314,74,92,940,267,60,60,17.2,0.1,5.6,0.3,3.6,0.0,1.1,0.5,6.2,0.6,0.1,0.2,1.9,0.5,0.1,0.1
36,New York,NY,36035,Fulton,36035,"Fulton County, New York",495.459479120074,53452,0,29148,114,22406,438,13108,1054,1032,206,5326,538,4466,518,2044,363,10432,84,10797,30,8827,756,1592,285,131,115,4658,534,897,271,2918,353,183,82,2291,337,1160,248,25.1,2.0,4.0,0.8,23.8,2.4,11.6,1.3,3.9,0.7,19.5,0.2,20.2,0.1,16.8,1.4,7.1,1.3,0.3,0.2,8.7,1.0,3.1,0.9,10.0,1.2,0.8,0.4,10.2,1.5,2.2,0.5,0.8361,0.1311,0.4098,0.7541,0.3115,2.4426,0.4754,0.7377,0.541,0.9508,0.9344,0.0,3.1639,0.8525,0.2951,0.2951,0.2951,0.2623,0.6721,0.0656,0.6557,0.2951,1.9508,0.2295,7.8524,0.459,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,48880,8126,936,923,204,1795,0,399,58,123,82,29,38,1345,471,44,44,15.5,0.1,1.7,0.4,3.4,0.0,0.7,0.1,0.2,0.2,0.1,0.1,2.5,0.9,0.1,0.1
36,New York,NY,36037,Genesee,36037,"Genesee County, New York",492.938570513222,57554,0,25826,95,24174,286,10394,806,1200,214,5535,508,3207,356,1806,330,10791,105,11671,39,8376,698,1018,187,238,113,5617,499,845,163,1515,228,402,127,2369,397,779,160,18.3,1.4,4.0,0.7,22.9,2.1,7.8,0.9,3.2,0.6,18.7,0.2,20.3,0.1,14.7,1.2,4.2,0.8,0.4,0.2,9.8,0.9,3.3,0.6,5.9,0.9,1.7,0.5,9.8,1.6,1.4,0.3,0.1967,0.1311,0.1639,0.1311,0.0984,0.7212,0.0164,0.5082,0.5574,0.5246,0.1639,0.0984,1.8525,0.1803,0.3279,0.3279,0.3279,0.3115,0.3934,0.5246,0.6066,0.0656,1.9017,0.1803,4.8033,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54172,6786,759,1251,173,1959,0,462,60,409,74,0,29,1456,202,80,80,12.0,0.0,2.2,0.3,3.4,0.0,0.8,0.1,0.7,0.1,0.0,0.1,2.5,0.4,0.1,0.1
36,New York,NY,36039,Greene,36039,"Greene County, New York",647.161198944898,47335,0,29746,137,17681,510,8616,793,807,223,5064,519,4512,420,1634,290,10507,107,7807,11,5786,541,500,159,505,203,7310,465,920,200,2095,290,300,147,1634,338,3289,344,19.5,1.8,3.7,1.0,28.6,2.8,12.7,1.2,3.7,0.7,22.2,0.2,16.5,0.0,13.0,1.2,2.8,0.9,1.1,0.4,15.4,1.0,3.1,0.7,7.0,1.0,1.7,0.8,9.2,1.9,6.9,0.7,0.3607,0.0492,0.7869,0.8852,0.2459,2.3279,0.4262,0.918,0.082,0.2951,0.0164,0.5902,1.9017,0.1967,0.5738,0.5738,0.5738,0.2623,0.5246,0.5246,0.459,0.8033,2.5738,0.5902,7.3772,0.377,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,42417,8554,891,2592,201,2922,0,467,95,257,55,9,16,945,306,118,118,19.4,0.2,5.5,0.4,6.2,0.0,1.0,0.2,0.5,0.1,0.0,0.1,2.0,0.6,0.2,0.2
36,New York,NY,36041,Hamilton,36041,"Hamilton County, New York",1717.377569341824,4454,0,8964,37,1416,129,957,176,44,23,248,63,713,185,307,86,1373,19,600,39,939,182,34,22,39,59,284,64,28,17,973,74,7,6,43,18,135,103,21.6,4.0,2.1,1.1,17.5,4.2,20.5,5.3,6.9,1.9,30.8,0.4,13.5,0.9,21.2,4.1,2.4,1.5,0.9,1.4,6.4,1.4,0.3,0.2,10.9,0.8,0.5,0.4,3.0,1.3,3.0,2.3,0.4918,0.0,0.0,0.9836,0.9344,2.4098,0.4426,1.0,0.0,1.0,0.0,0.4754,2.4754,0.5082,0.0984,0.0984,0.0984,0.0,0.7705,0.0,0.0,0.3607,1.1312,0.0,6.1148,0.1803,0,0,0,1,1,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,4,3507,812,227,24,21,77,0,2,4,16,20,0,12,165,56,0,0,18.8,0.5,0.5,0.5,1.7,0.0,0.0,0.1,0.4,0.5,0.0,0.8,3.7,1.3,0.0,0.8
36,New York,NY,36043,Herkimer,36043,"Herkimer County, New York",1411.539329553364,61738,0,33850,103,25093,534,13876,1198,1889,300,4900,415,4090,409,2718,432,12728,88,12710,27,9595,652,1252,246,367,167,3956,338,1676,282,2927,273,313,102,2577,337,1149,222,22.9,2.0,6.1,1.0,19.5,1.6,9.4,0.9,4.4,0.7,20.6,0.1,20.6,0.0,15.7,1.1,5.0,1.0,0.6,0.3,6.4,0.5,5.0,0.8,8.6,0.8,1.2,0.4,10.3,1.3,1.9,0.4,0.6557,0.8525,0.0328,0.459,0.5246,2.5246,0.5574,0.8361,0.6066,0.6885,0.3934,0.2459,2.7705,0.7049,0.0984,0.0984,0.0984,0.4918,0.6066,0.2295,0.6721,0.2459,2.2459,0.3443,7.6394,0.4098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51928,7417,763,654,138,1411,0,300,83,71,60,14,16,1346,251,160,160,12.2,0.0,1.1,0.2,2.3,0.0,0.5,0.1,0.1,0.1,0.0,0.1,2.2,0.4,0.3,0.2
36,New York,NY,36045,Jefferson,36045,"Jefferson County, New York",1268.703774974284,111454,0,60119,209,43046,681,24969,1296,2613,309,11883,703,6412,603,4727,696,15169,82,26810,35,14312,708,2925,382,434,150,20961,692,3484,377,7563,489,852,214,3885,367,6496,499,23.9,1.2,5.8,0.6,27.6,1.6,9.0,0.9,4.8,0.7,13.6,0.1,24.1,0.0,14.5,0.7,6.8,0.9,0.4,0.1,18.8,0.6,5.8,0.6,12.6,0.8,2.0,0.5,9.0,0.8,5.8,0.4,0.7377,0.7705,0.7377,0.3607,0.6393,3.2459,0.7869,0.0164,0.9508,0.5082,0.9016,0.0984,2.4754,0.5082,0.6557,0.6557,0.6557,0.6066,0.8525,0.7705,0.4262,0.7377,3.3935,0.9344,9.7705,0.8525,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,113294,11640,1234,6085,334,8598,0,1808,226,339,145,229,70,3800,440,102,102,11.1,0.1,5.5,0.3,7.7,0.0,1.6,0.2,0.3,0.1,0.2,0.1,3.4,0.4,0.1,0.1
36,New York,NY,36047,Kings,36047,"Kings County, New York",69.37653902747,2576771,0,1055660,915,972314,2022,738039,9332,84940,2498,383374,4965,299205,4845,170913,3456,360759,45,588281,0,256247,3502,73323,2289,274111,4377,1638198,6331,444848,3706,1358,281,96386,2544,540937,3573,41491,2302,28.9,0.4,6.5,0.2,39.4,0.5,16.8,0.3,6.7,0.1,14.0,0.1,22.8,0.0,10.0,0.1,7.5,0.2,11.5,0.2,63.6,0.2,42.1,0.3,0.1,0.1,9.9,0.3,55.6,0.4,1.6,0.1,0.9836,0.8689,0.9836,0.9508,0.918,4.7049,0.9836,0.0328,0.9016,0.1148,0.9672,0.9672,2.9836,0.8033,0.9672,0.9672,0.9672,0.9672,0.0,0.9836,0.9672,0.1475,3.0655,0.8361,11.7212,0.9836,1,0,1,1,1,4,0,1,0,1,1,3,1,1,1,0,1,1,0,3,11,2235689,385412,7809,754576,3057,486272,0,304420,2459,3053,564,1009,318,74636,3617,14232,14232,15.2,0.0,29.3,0.1,18.9,0.0,11.8,0.1,0.1,0.1,0.0,0.1,2.9,0.1,0.6,0.1
36,New York,NY,36049,Lewis,36049,"Lewis County, New York",1274.641308287278,26456,0,15766,89,10398,232,6368,566,611,127,2155,233,1598,196,1213,211,4959,73,6059,83,3838,307,394,101,142,112,1186,139,243,118,1925,174,133,71,456,94,340,163,24.3,2.2,4.9,1.0,20.7,2.2,8.7,1.1,4.6,0.8,18.7,0.3,22.9,0.3,14.7,1.2,3.8,1.0,0.6,0.5,4.5,0.5,1.5,0.7,12.2,1.1,1.3,0.7,4.4,0.9,1.3,0.6,0.7705,0.4098,0.0656,0.2623,0.5738,2.082,0.3279,0.5082,0.918,0.5246,0.0492,0.2459,2.2459,0.377,0.0,0.0,0.0,0.0164,0.8197,0.2951,0.0164,0.0492,1.1968,0.0328,5.5247,0.1311,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,21515,3711,434,239,57,457,0,74,40,49,23,0,23,268,72,99,99,14.2,0.1,0.9,0.2,1.7,0.0,0.3,0.2,0.2,0.1,0.0,0.1,1.0,0.3,0.4,0.3
36,New York,NY,36051,Livingston,36051,"Livingston County, New York",631.761239592642,63218,0,27601,216,24496,419,10970,994,1229,338,6173,504,3511,312,1869,374,11287,58,11200,23,7359,533,1262,214,387,150,6262,361,1253,281,2793,310,230,77,1520,257,6046,485,19.1,1.7,4.0,1.1,25.2,2.0,8.2,0.7,3.1,0.6,17.9,0.1,17.7,0.0,12.1,0.9,5.2,0.9,0.6,0.2,9.9,0.6,4.5,1.0,10.1,1.1,0.9,0.3,6.2,1.1,9.6,0.8,0.2951,0.1311,0.5574,0.1803,0.0328,1.1967,0.0984,0.4098,0.1311,0.2295,0.4426,0.2459,1.4589,0.0656,0.3607,0.3607,0.3607,0.4426,0.6885,0.0984,0.1148,0.918,2.2623,0.377,5.2786,0.1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,56355,6582,915,1646,108,2401,0,672,176,142,36,53,70,1294,247,54,54,11.5,0.1,2.6,0.2,3.8,0.0,1.1,0.3,0.2,0.1,0.1,0.1,2.0,0.4,0.1,0.1
36,New York,NY,36053,Madison,36053,"Madison County, New York",654.849855407672,70990,0,32381,177,25959,554,10795,992,1358,251,6088,563,3545,435,2833,492,13026,113,13597,0,8795,621,1237,251,176,114,5472,625,1365,263,2671,292,160,66,1458,233,5187,416,16.4,1.5,3.9,0.7,23.5,2.1,7.4,0.9,4.0,0.7,18.3,0.2,19.2,0.0,12.5,0.9,4.8,1.0,0.3,0.2,7.7,0.9,4.2,0.8,8.2,0.9,0.6,0.3,5.6,0.9,7.3,0.6,0.1148,0.1148,0.2787,0.0656,0.3443,0.9182,0.0492,0.4754,0.3115,0.2623,0.3279,0.0,1.3771,0.0328,0.1803,0.1803,0.1803,0.4262,0.5738,0.0164,0.082,0.8197,1.9181,0.1967,4.3937,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64536,8395,926,1110,171,1636,0,665,95,400,102,60,98,1547,427,54,54,12.8,0.1,1.6,0.2,2.3,0.0,0.9,0.1,0.6,0.1,0.1,0.1,2.2,0.6,0.1,0.1
36,New York,NY,36055,Monroe,36055,"Monroe County, New York",656.942970334462,743084,0,329105,424,305210,1241,152330,4298,20484,1252,87952,2223,47118,1615,23763,1458,128723,4,154685,48,103459,2823,23721,1226,17303,1145,223319,2184,34732,1369,2901,479,3995,475,34439,1469,27091,912,21.2,0.6,5.3,0.3,28.8,0.7,9.2,0.3,3.2,0.2,17.3,0.1,20.8,0.0,14.1,0.4,7.8,0.4,2.5,0.2,30.1,0.3,10.6,0.4,0.9,0.1,1.3,0.2,11.3,0.5,3.6,0.1,0.459,0.5082,0.8033,0.4098,0.0984,2.2787,0.4098,0.3115,0.6393,0.4098,0.9836,0.8197,3.1639,0.8525,0.8361,0.8361,0.8361,0.8197,0.1475,0.2951,0.7541,0.459,2.4754,0.4754,8.7541,0.6721,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,830561,73008,3022,105359,1094,67590,0,26849,610,1040,195,203,56,20477,1323,1801,1801,10.2,0.0,14.2,0.1,9.1,0.0,3.6,0.1,0.1,0.1,0.0,0.1,2.8,0.2,0.2,0.1
36,New York,NY,36057,Montgomery,36057,"Montgomery County, New York",403.110336731616,49294,0,23529,84,19621,377,13628,1112,1416,214,5646,421,4162,352,2742,537,9187,55,11309,0,7717,445,1264,198,812,216,9801,313,1050,218,1465,192,337,120,2624,312,1052,184,28.2,2.3,6.0,0.9,28.8,2.1,12.2,1.0,5.7,1.1,18.6,0.1,22.9,0.0,15.9,0.9,6.4,1.0,1.8,0.5,19.9,0.6,4.5,0.9,6.2,0.8,1.7,0.6,13.4,1.6,2.1,0.4,0.9672,0.8033,0.8033,0.8197,0.8033,4.1968,0.9672,0.4918,0.918,0.7377,0.7869,0.7213,3.6557,0.9836,0.6721,0.6721,0.6721,0.4426,0.4098,0.5246,0.9016,0.2787,2.5573,0.5738,11.0819,0.9508,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,3,48710,8839,788,1168,159,7225,0,312,87,79,65,12,18,929,235,76,76,18.3,0.1,2.4,0.3,14.7,0.0,0.6,0.2,0.2,0.1,0.0,0.1,1.9,0.5,0.2,0.1
36,New York,NY,36059,Nassau,36059,"Nassau County, New York",284.541570459874,1355683,290,473238,421,449967,1437,122154,5246,29635,1513,103223,2530,79855,2143,55051,2482,241563,107,292536,92,114064,2061,18539,1171,63067,2377,556136,3478,50231,1529,1083,250,12694,865,29460,1304,19311,891,9.1,0.4,4.1,0.2,22.9,0.6,8.4,0.2,4.1,0.2,17.8,0.1,21.6,0.0,8.5,0.2,4.1,0.3,4.9,0.2,41.0,0.3,10.6,0.3,0.2,0.1,2.8,0.2,6.5,0.3,1.4,0.1,0.0164,0.1803,0.1639,0.2295,0.3607,0.9508,0.082,0.377,0.7869,0.0,0.1475,0.8852,2.1966,0.3115,0.918,0.918,0.918,0.8197,0.0328,0.8525,0.1639,0.0656,1.9345,0.2131,5.9999,0.1639,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1361341,78138,3188,150627,1604,230740,42,138755,1235,1353,247,207,84,25952,2124,8502,8502,5.8,0.0,11.1,0.1,17.0,0.1,10.2,0.1,0.1,0.1,0.0,0.1,1.9,0.2,0.6,0.1
36,New York,NY,36061,New York,36061,"New York County, New York",22.656255706614,1629153,0,884828,955,758720,4260,352650,7473,54129,2552,222333,5321,152014,4015,75705,3460,270750,91,233239,42,166494,3966,35623,1572,130939,3900,865951,4550,793012,4283,685,304,44904,2141,588999,5084,60857,1982,22.3,0.5,5.7,0.3,29.3,0.7,12.2,0.3,4.7,0.2,16.6,0.1,14.3,0.0,10.3,0.2,4.7,0.2,8.4,0.3,53.2,0.3,89.6,0.5,0.1,0.1,5.9,0.3,77.6,0.4,3.7,0.1,0.5738,0.6393,0.8689,0.8197,0.6066,3.5083,0.8689,0.1639,0.0164,0.1475,0.2951,0.9508,1.5737,0.0984,0.9508,0.9508,0.9508,1.0,0.0,0.9344,1.0,0.4754,3.4098,0.9508,9.4426,0.7705,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,3,5,3565988,170138,6675,199377,1945,418442,0,196097,2093,1960,377,430,236,41422,2537,8223,8223,10.8,0.0,12.2,0.1,25.7,0.0,12.0,0.1,0.1,0.1,0.0,0.1,2.5,0.2,0.5,0.1
36,New York,NY,36063,Niagara,36063,"Niagara County, New York",522.35259269112,210145,0,100539,187,90022,790,42314,2086,5515,630,21151,1155,12757,807,6376,650,40194,68,42103,0,29275,1241,5493,573,1897,410,32022,2228,6318,578,3438,366,883,185,8788,761,3812,406,20.5,1.0,5.2,0.6,23.5,1.3,8.5,0.5,3.1,0.3,19.1,0.1,20.0,0.0,14.1,0.6,6.1,0.6,1.0,0.2,15.2,1.1,6.3,0.6,3.4,0.4,1.0,0.2,9.8,0.8,1.8,0.2,0.4262,0.4754,0.2787,0.2459,0.0328,1.459,0.1967,0.6393,0.4426,0.4098,0.7377,0.541,2.7704,0.6885,0.5574,0.5574,0.5574,0.6393,0.2951,0.1475,0.6066,0.1803,1.8688,0.1639,6.6556,0.2623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192151,25938,1729,14109,604,6755,0,1938,263,1944,230,84,67,6624,828,568,568,12.6,0.0,6.7,0.3,3.2,0.0,0.9,0.1,0.9,0.1,0.0,0.1,3.2,0.4,0.3,0.1
36,New York,NY,36065,Oneida,36065,"Oneida County, New York",1212.330128522616,229074,0,105459,315,90675,740,49300,2376,4738,473,21276,1070,17398,916,8414,830,42949,42,48676,23,30355,1087,5546,506,5633,650,42423,1177,7496,504,6059,430,1819,300,9395,571,12227,689,22.7,1.1,4.4,0.4,23.5,1.2,11.0,0.6,3.8,0.4,18.7,0.1,21.2,0.0,13.7,0.5,6.1,0.6,2.6,0.3,18.5,0.5,7.1,0.5,5.7,0.4,2.0,0.3,10.4,0.7,5.3,0.3,0.623,0.2459,0.2787,0.6557,0.2787,2.082,0.3279,0.5082,0.6885,0.3934,0.7377,0.8361,3.1639,0.8525,0.623,0.623,0.623,0.6721,0.377,0.7705,0.7049,0.6557,3.1802,0.9016,9.0491,0.7377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246016,25047,1570,13063,675,13883,0,9412,294,435,96,15,24,5061,657,554,554,11.6,0.0,5.7,0.3,6.1,0.0,4.1,0.1,0.2,0.1,0.0,0.1,2.2,0.3,0.2,0.2
