ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
36,New York,NY,36067,Onondaga,36067,"Onondaga County, New York",778.392364863396,461591,0,209068,468,187349,1106,94960,2813,13409,949,47410,1479,27726,1262,15921,1286,78845,10,98353,22,59852,1642,12662,724,7548,648,109133,2583,27553,989,2663,317,3094,391,22644,1043,19519,1075,21.5,0.6,5.7,0.4,25.3,0.8,8.8,0.4,3.5,0.3,17.1,0.1,21.3,0.0,13.1,0.4,6.8,0.4,1.7,0.1,23.6,0.6,13.2,0.5,1.3,0.2,1.7,0.2,12.1,0.6,4.2,0.2,0.4754,0.6393,0.5738,0.2787,0.1967,2.1639,0.377,0.2459,0.7213,0.3115,0.9016,0.6885,2.8688,0.7377,0.7377,0.7377,0.7377,0.9016,0.1967,0.5246,0.7869,0.541,2.9508,0.7541,8.7212,0.6557,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2,527145,64050,3089,48698,1087,23602,0,17367,434,1891,293,83,51,16592,1268,900,900,14.5,0.0,10.6,0.2,5.1,0.0,3.8,0.1,0.4,0.1,0.0,0.1,3.6,0.3,0.2,0.1
36,New York,NY,36069,Ontario,36069,"Ontario County, New York",644.07493932624,109774,54,51213,155,45711,476,17539,1553,2018,331,10974,826,5299,612,3541,488,21956,117,22088,25,14306,789,2667,387,904,265,11536,510,3749,391,3521,320,488,139,3105,400,3641,320,16.5,1.5,3.6,0.6,24.0,1.8,6.8,0.8,3.3,0.4,20.0,0.1,20.1,0.0,13.1,0.7,5.8,0.8,0.9,0.3,10.5,0.5,7.3,0.8,6.9,0.6,1.1,0.3,6.8,0.9,3.3,0.3,0.1311,0.0328,0.4426,0.0328,0.1311,0.7704,0.0328,0.7705,0.4918,0.3115,0.623,0.4754,2.6722,0.623,0.4426,0.4426,0.4426,0.6885,0.5082,0.1967,0.1967,0.4262,2.0163,0.2459,5.9015,0.1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113820,9754,1055,2322,231,5390,2,1456,199,203,93,27,41,1999,340,139,139,9.2,0.0,2.1,0.2,4.9,0.1,1.3,0.2,0.2,0.1,0.0,0.1,1.8,0.3,0.1,0.1
36,New York,NY,36071,Orange,36071,"Orange County, New York",812.3173344684039,382077,0,144264,313,130428,935,68005,3806,8900,793,41018,1652,24806,1289,18042,1161,53427,62,97529,0,43718,1924,7476,650,16138,1049,140893,1746,13547,865,2970,375,4784,534,12605,961,10415,812,18.3,1.0,4.8,0.4,31.4,1.2,10.1,0.5,4.8,0.3,14.0,0.1,25.5,0.0,11.7,0.5,5.7,0.5,4.5,0.3,36.9,0.5,9.4,0.6,2.1,0.3,3.7,0.4,9.7,0.7,2.7,0.2,0.1967,0.3607,0.918,0.541,0.6393,2.6557,0.6066,0.0328,0.9836,0.2131,0.5738,0.8689,2.6722,0.623,0.8689,0.8689,0.8689,0.7705,0.2459,0.8852,0.5738,0.3443,2.8197,0.7049,9.0165,0.7213,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,369954,54591,3006,38454,937,80256,0,10757,461,621,230,109,33,8904,1051,1792,1792,14.7,0.0,10.1,0.2,21.0,0.0,2.8,0.1,0.2,0.1,0.0,0.1,2.3,0.3,0.5,0.2
36,New York,NY,36073,Orleans,36073,"Orleans County, New York",391.262962885476,40624,0,18576,161,16634,334,9478,876,1112,227,4479,487,3657,385,1888,426,7240,84,7851,51,6079,495,1105,242,369,174,5734,311,414,158,1957,296,213,80,1272,244,3009,305,25.0,2.3,6.0,1.2,26.9,2.9,12.3,1.3,5.0,1.1,17.8,0.2,19.3,0.1,16.0,1.3,6.6,1.4,1.0,0.4,14.1,0.8,2.2,0.9,10.5,1.6,1.3,0.5,7.6,1.4,7.4,0.8,0.8197,0.8033,0.6721,0.8525,0.7049,3.8525,0.918,0.377,0.3279,0.7869,0.8361,0.541,2.8689,0.7541,0.5082,0.5082,0.5082,0.082,0.7541,0.2951,0.2787,0.8689,2.2788,0.3934,9.5084,0.8197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35971,5269,851,2342,178,2081,0,231,46,131,70,0,26,906,210,43,43,14.0,0.1,5.8,0.4,5.1,0.0,0.6,0.1,0.3,0.2,0.0,0.1,2.2,0.5,0.1,0.1
36,New York,NY,36075,Oswego,36075,"Oswego County, New York",951.64543732076,117630,0,54622,145,46597,527,27916,1678,3847,472,11413,730,8715,643,4927,435,19291,88,24812,0,17244,888,3332,433,338,146,7653,399,2133,273,7462,502,1130,250,3628,371,4750,357,24.9,1.5,6.6,0.8,24.5,1.5,10.9,0.8,4.2,0.4,16.4,0.1,21.1,0.0,14.8,0.8,7.2,0.9,0.3,0.1,6.5,0.3,3.9,0.5,13.7,0.9,2.4,0.5,7.8,0.8,4.0,0.3,0.7869,0.9016,0.4754,0.6393,0.4262,3.2294,0.7541,0.1475,0.6721,0.5574,0.9508,0.0,2.3278,0.4098,0.1311,0.1311,0.1311,0.3934,0.918,0.8197,0.3279,0.5082,2.9672,0.7869,8.6555,0.6393,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3,105769,10057,1056,1211,163,3118,0,767,106,110,45,8,13,2379,321,60,60,8.9,0.0,1.0,0.1,2.7,0.0,0.7,0.1,0.1,0.1,0.0,0.1,2.0,0.3,0.1,0.1
36,New York,NY,36077,Otsego,36077,"Otsego County, New York",1001.736678361504,59593,0,31300,242,23768,512,12286,859,1695,293,5812,479,2945,276,3043,448,12582,77,9498,0,8292,535,1087,195,370,134,5465,250,777,171,3515,283,318,100,1876,284,5506,533,22.5,1.6,5.7,1.0,24.5,1.9,7.4,0.7,5.2,0.8,21.1,0.1,15.9,0.0,14.1,0.9,4.6,0.8,0.6,0.2,9.2,0.4,2.5,0.5,11.2,0.9,1.3,0.4,7.9,1.1,9.2,0.9,0.5902,0.6393,0.4754,0.0656,0.7213,2.4918,0.5082,0.8689,0.0492,0.4098,0.2459,0.2459,1.8197,0.1639,0.3115,0.3115,0.3115,0.1311,0.7869,0.2951,0.3443,0.9016,2.459,0.4426,7.082,0.3115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,58933,8392,943,1006,114,2270,0,747,98,57,30,70,68,1208,164,107,107,15.5,0.2,1.7,0.2,3.8,0.0,1.3,0.2,0.1,0.1,0.1,0.1,2.0,0.3,0.2,0.1
36,New York,NY,36079,Putnam,36079,"Putnam County, New York",230.203378462316,98714,0,38652,178,34915,446,8405,1150,2462,431,8123,741,4975,615,4058,682,17181,182,19591,0,9399,686,1362,289,2020,434,22089,495,1551,298,328,116,474,167,1610,293,2446,357,8.6,1.2,4.6,0.8,23.3,2.1,7.0,0.9,4.1,0.7,17.4,0.2,19.8,0.0,9.6,0.7,3.9,0.8,2.1,0.5,22.4,0.5,4.0,0.8,0.8,0.3,1.4,0.5,4.6,0.8,2.5,0.4,0.0,0.2951,0.2295,0.0492,0.3607,0.9345,0.0656,0.3279,0.4098,0.0492,0.0984,0.7705,1.6558,0.1148,0.6885,0.6885,0.6885,0.4098,0.1148,0.4098,0.0492,0.3115,1.2951,0.0492,4.5739,0.0328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75280,5123,1020,2741,245,15388,0,2058,201,150,69,23,31,1351,303,378,378,5.3,0.0,2.8,0.2,15.6,0.0,2.1,0.2,0.2,0.1,0.0,0.1,1.4,0.3,0.4,0.2
36,New York,NY,36081,Queens,36081,"Queens County, New York",108.7240258931,2270976,233,864790,505,783362,2290,456004,7736,71045,2152,286151,3954,285361,4752,200657,4935,359534,11,457287,92,218694,3468,42857,1749,311962,5116,1711198,7731,308834,3575,1755,305,74575,2276,289443,3805,28096,1236,20.3,0.3,6.0,0.2,36.5,0.5,17.4,0.3,8.9,0.2,15.8,0.1,20.1,0.0,9.7,0.2,5.5,0.2,14.6,0.2,75.4,0.3,35.7,0.4,0.2,0.1,9.5,0.3,36.9,0.5,1.2,0.1,0.4098,0.8033,0.9672,0.9672,0.9836,4.1311,0.9344,0.0984,0.4918,0.082,0.5246,0.9836,2.1804,0.2787,0.9836,0.9836,0.9836,0.9508,0.0328,0.9672,0.9508,0.0164,2.918,0.7377,10.2131,0.918,0,0,1,1,1,3,0,0,0,0,1,1,1,1,1,0,1,1,0,3,8,1906480,240011,7821,385868,2514,631657,27,584214,2517,5561,618,832,274,61069,2930,41997,41997,10.7,0.0,17.0,0.1,27.8,0.1,25.7,0.1,0.2,0.1,0.0,0.1,2.7,0.1,1.8,0.1
36,New York,NY,36083,Rensselaer,36083,"Rensselaer County, New York",652.458234213826,159013,0,73251,190,65455,641,25694,1632,4334,635,15448,899,8430,680,5764,660,27048,115,31058,0,22159,867,3924,447,1418,313,27869,845,7137,549,1867,263,913,246,6257,410,5812,420,16.8,1.1,5.1,0.7,23.6,1.4,7.5,0.6,3.7,0.4,17.0,0.1,19.5,0.0,14.1,0.6,6.0,0.7,0.9,0.2,17.5,0.5,9.7,0.7,2.5,0.4,1.4,0.4,9.6,0.6,3.7,0.3,0.1475,0.459,0.3607,0.0984,0.2459,1.3115,0.1311,0.2295,0.377,0.4098,0.7049,0.4754,2.1966,0.3115,0.6066,0.6066,0.6066,0.7869,0.2623,0.4098,0.5574,0.4754,2.4918,0.4918,6.6065,0.2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147903,14135,1389,9176,520,8182,0,4339,240,99,64,5,6,5605,564,463,463,9.2,0.0,5.8,0.3,5.1,0.0,2.7,0.2,0.1,0.1,0.0,0.1,3.5,0.4,0.3,0.2
36,New York,NY,36085,Richmond,36085,"Richmond County, New York",57.52251071336,475596,0,180883,282,167160,1124,79981,3580,11277,871,50514,1977,38337,1627,19276,1380,77313,101,103981,44,46923,1697,9997,1024,23535,1454,189134,1549,21168,971,399,143,7594,706,26233,1149,6706,618,17.0,0.8,4.9,0.4,30.2,1.2,11.5,0.5,4.1,0.3,16.3,0.1,21.9,0.0,9.9,0.4,6.0,0.6,5.2,0.3,39.8,0.3,11.7,0.5,0.2,0.1,4.5,0.4,15.7,0.7,1.4,0.1,0.1803,0.4098,0.8852,0.7049,0.3607,2.5409,0.5738,0.1148,0.8361,0.0984,0.7049,0.9016,2.6558,0.6066,0.9016,0.9016,0.9016,0.8525,0.0328,0.918,0.9344,0.0656,2.8033,0.6885,8.9016,0.7049,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,2,4,394818,57466,4179,43941,797,87733,0,47194,642,515,193,55,119,8731,994,965,965,12.3,0.0,9.2,0.2,18.4,0.0,9.9,0.1,0.1,0.1,0.0,0.1,1.8,0.2,0.2,0.1
36,New York,NY,36087,Rockland,36087,"Rockland County, New York",173.443871324398,325213,0,106621,222,101167,677,69988,3289,8385,768,31691,1380,23404,1305,15129,1375,51185,41,91903,0,28095,1178,4709,616,24670,1386,120563,1152,12967,838,1169,211,6740,586,10711,759,6271,672,21.8,1.0,5.4,0.5,31.3,1.3,11.5,0.6,4.7,0.4,15.7,0.1,28.3,0.0,8.7,0.4,4.7,0.6,8.3,0.5,37.1,0.4,12.2,0.8,1.1,0.2,6.7,0.6,10.6,0.7,1.9,0.2,0.5246,0.541,0.9016,0.7049,0.6066,3.2787,0.8033,0.082,1.0,0.0164,0.2951,0.9344,2.3279,0.4262,0.8852,0.8852,0.8852,0.8689,0.1639,0.9508,0.7377,0.2459,2.9672,0.7869,9.459,0.7869,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,1,4,301065,55812,2525,36313,531,58036,0,19376,424,345,106,22,28,4912,616,1559,1559,17.5,0.0,11.2,0.2,17.8,0.0,6.0,0.1,0.1,0.1,0.0,0.1,1.5,0.2,0.5,0.2
36,New York,NY,36089,St. Lawrence,36089,"St. Lawrence County, New York",2679.514940480074,108352,0,53328,328,41925,578,26289,1535,3258,418,9831,668,8179,604,6121,976,18836,59,21765,94,17011,832,2390,304,805,206,8942,807,2973,437,5546,473,1055,221,4087,498,11530,653,27.2,1.6,6.8,0.9,23.4,1.6,11.4,0.8,5.8,0.9,17.4,0.1,20.1,0.1,16.2,0.8,5.7,0.7,0.8,0.2,8.3,0.7,5.6,0.8,10.4,0.9,2.5,0.5,9.7,1.2,10.6,0.6,0.9016,0.918,0.2623,0.6721,0.8525,3.6065,0.8852,0.3279,0.4918,0.8361,0.5738,0.4426,2.6722,0.623,0.2295,0.2295,0.2295,0.5902,0.7377,0.8361,0.5738,0.9672,3.705,0.9836,10.2132,0.9344,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,108378,15647,1692,2576,112,2554,0,1079,94,725,133,54,14,1783,314,171,171,16.2,0.1,2.4,0.1,2.4,0.0,1.0,0.1,0.7,0.1,0.0,0.1,1.6,0.3,0.2,0.1
36,New York,NY,36091,Saratoga,36091,"Saratoga County, New York",809.995833258778,229313,0,107192,208,95898,792,24345,1797,4063,587,19496,1058,10326,921,6375,750,41546,139,45771,46,25237,1163,3821,476,1251,319,23112,829,9027,682,7681,700,987,259,4253,508,3635,427,10.8,0.8,3.2,0.5,20.3,1.1,6.3,0.6,2.8,0.3,18.1,0.1,20.0,0.0,11.1,0.5,4.0,0.5,0.6,0.1,10.1,0.4,8.4,0.6,7.2,0.7,1.0,0.3,4.4,0.5,1.6,0.2,0.0492,0.0164,0.0492,0.0164,0.0,0.1312,0.0,0.4426,0.4426,0.1803,0.1148,0.2459,1.4262,0.0492,0.377,0.377,0.377,0.7377,0.541,0.1475,0.0164,0.1475,1.5901,0.0984,3.5245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210107,15904,1749,3519,332,7608,0,6602,301,411,170,0,29,4579,516,393,393,7.0,0.0,1.5,0.1,3.3,0.0,2.9,0.1,0.2,0.1,0.0,0.1,2.0,0.2,0.2,0.1
36,New York,NY,36093,Schenectady,36093,"Schenectady County, New York",204.581009199098,155086,0,69885,185,57479,846,28040,2043,5459,722,15435,987,9755,847,5765,768,26686,77,33529,36,20609,1056,3247,439,1879,408,43137,1625,7160,642,548,227,658,169,6621,569,4683,449,18.6,1.4,7.0,0.9,26.9,1.7,9.1,0.8,3.8,0.5,17.2,0.1,21.6,0.0,13.4,0.7,5.6,0.8,1.3,0.3,27.8,1.0,10.2,0.9,0.8,0.3,1.1,0.3,11.5,1.0,3.0,0.3,0.2459,0.9344,0.6721,0.377,0.2787,2.5081,0.5246,0.2951,0.7869,0.3607,0.541,0.6393,2.623,0.5902,0.7705,0.7705,0.7705,0.8033,0.1148,0.1967,0.7705,0.3607,2.246,0.3607,8.1476,0.5738,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148353,16290,2056,15116,888,11351,0,6844,495,404,138,50,54,6978,935,2394,2394,10.8,0.0,9.7,0.6,7.3,0.0,4.4,0.3,0.3,0.1,0.0,0.1,4.5,0.6,1.5,0.5
36,New York,NY,36095,Schoharie,36095,"Schoharie County, New York",621.818642434304,31189,0,17533,114,12780,288,5689,528,814,138,3012,298,2087,299,1297,242,6799,56,5518,19,5070,386,672,135,106,92,2436,220,449,97,2241,217,248,72,833,186,1346,268,19.1,1.8,5.3,0.9,23.6,2.3,9.3,1.3,4.2,0.8,21.8,0.2,17.7,0.1,16.3,1.2,5.3,1.0,0.4,0.3,7.8,0.7,2.6,0.6,12.8,1.2,1.9,0.6,6.5,1.4,4.3,0.9,0.2951,0.5082,0.3607,0.4262,0.4262,2.0164,0.2951,0.9016,0.1311,0.8525,0.5082,0.0984,2.4918,0.541,0.1967,0.1967,0.1967,0.1639,0.8689,0.6721,0.1639,0.5574,2.4262,0.4262,7.1311,0.3443,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26864,5060,610,410,66,1055,0,298,18,61,28,7,10,604,200,1,1,17.0,0.2,1.3,0.2,3.4,0.0,1.0,0.1,0.2,0.1,0.0,0.1,1.9,0.6,0.0,0.1
36,New York,NY,36097,Schuyler,36097,"Schuyler County, New York",328.343227295208,17845,0,9852,55,7402,238,4379,466,497,124,1709,217,1182,179,757,207,3789,34,3406,12,2930,286,225,75,73,68,933,94,267,92,1852,229,223,112,472,121,212,91,24.9,2.6,5.7,1.4,23.1,2.8,8.9,1.4,4.3,1.2,21.2,0.2,19.1,0.1,16.6,1.6,3.0,1.0,0.4,0.4,5.2,0.5,2.7,0.9,18.8,2.3,3.0,1.5,6.4,1.6,1.2,0.5,0.7869,0.6393,0.1967,0.3279,0.4918,2.4426,0.4754,0.8852,0.2951,0.918,0.0328,0.0984,2.2295,0.3607,0.0164,0.0164,0.0164,0.1967,0.9836,0.8689,0.1475,0.0164,2.2131,0.3115,6.9016,0.2787,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,14442,2410,417,129,52,331,0,131,24,24,15,0,19,283,59,35,35,13.7,0.1,0.7,0.3,1.9,0.0,0.7,0.1,0.1,0.1,0.0,0.2,1.6,0.3,0.2,0.2
